feed_temperature_K,feed_pressure_kPa,feed_composition_benzene,n_stages,feed_stage,reflux_ratio,bottoms_rate_kmol_h,feed_vapor_fraction_q,column_pressure_kPa,relative_volatility,R_over_Rmin,N_over_Nmin,feed_stage_fraction,distillate_rate_kmol_h,bubble_point_T_K,dew_point_T_K,xD_benzene,xB_benzene,QC_kW,QR_kW
400.0,202.65,0.3571,10,6,2.0714,38.0,1.01285,202.65,5.35232,1.18864,1.13813,0.6,62.0,368.81,396.496,0.715821,1e-06,2352.5789,2481.9197
353.684,121.59,0.5857,10,4,3.2143,30.0,0.60899,121.59,8.10806,5.73479,8.82743,0.4,70.0,333.686,366.525,0.744897,0.21428691,2816.6361,2931.7795
328.421,101.325,0.5857,25,22,3.5,62.0,0.03768,101.325,11.00492,2.86479,26.1379,0.88,38.0,327.162,360.573,0.80948,0.3,1483.002,1541.5596
370.526,202.65,0.3,10,6,2.6429,62.0,-0.01621,202.65,6.86451,4.17958,4.57829,0.6,38.0,373.664,398.991,0.727213,0.03815956,1708.6179,1799.3217
353.684,121.59,0.7,30,20,2.0714,46.0,0.82288,121.59,8.10806,3.62233,32.60036,0.66667,54.0,328.15,359.18,0.746233,0.3,1583.4476,1637.7915
365.486,121.59,0.5089,21,12,2.9207,69.441,0.84095,121.59,7.17756,3.38559,19.82236,0.57143,30.559,337.981,370.688,0.775695,0.3,1141.2702,1183.071
341.053,121.59,0.4714,30,17,2.6429,54.0,0.02412,121.59,9.37041,3.28962,26.73446,0.56667,46.0,340.274,372.546,0.771857,0.21550802,1596.6167,1665.2636
351.128,101.325,0.464,10,5,2.7277,68.791,0.5211,101.325,8.33021,5.18642,11.43299,0.5,31.209,334.066,366.808,0.73241,0.3,1014.9832,1048.7041
332.632,121.59,0.5286,20,15,3.5,62.0,-0.02168,121.59,10.41601,3.31439,21.28842,0.75,38.0,336.828,369.667,0.794819,0.3,1626.3856,1688.7196
357.895,202.65,0.3,30,5,2.0714,62.0,-0.08148,202.65,7.78328,3.48213,14.00875,0.16667,38.0,373.664,398.991,0.735355,0.0331697,1439.6721,1517.7087
400.0,152.0,0.5286,10,3,2.6429,38.0,1.08294,152.0,5.33901,2.3218,6.94445,0.3,62.0,345.266,377.38,0.731998,0.19666473,2413.5622,2512.7354
349.474,101.325,0.4714,30,15,1.7857,54.0,0.48302,101.325,8.48544,3.73344,32.02882,0.5,46.0,333.603,366.46,0.721151,0.25870246,1118.9502,1158.6969
357.094,121.59,0.5021,27,23,1.5641,42.806,0.57313,121.59,7.81778,3.14136,26.79012,0.85185,57.194,338.383,371.03,0.704902,0.23116241,1404.527,1455.5713
324.211,152.0,0.5286,30,18,2.3571,54.0,-0.10878,152.0,11.69381,2.245,36.98212,0.6,46.0,345.266,377.38,0.759053,0.3,1646.7273,1705.2386
391.74,202.65,0.4997,10,7,3.0402,44.663,1.00821,202.65,5.70732,2.723,7.22132,0.7,55.337,358.573,389.502,0.739353,0.20272547,2757.0112,2870.8039
336.842,121.59,0.5286,10,4,3.5,30.0,0.00042,121.59,9.86953,3.78541,4.42416,0.4,70.0,336.828,369.667,0.748024,0.0165158,3006.8391,3176.52
378.947,202.65,0.6429,15,9,2.9286,30.0,0.93589,202.65,6.3562,3.71254,13.66155,0.6,70.0,350.321,380.908,0.765545,0.3,3384.3557,3505.8379
378.947,121.59,0.5857,30,18,3.2143,38.0,1.04555,121.59,6.3309,3.11253,21.02026,0.6,62.0,333.686,366.525,0.80474,0.2283563,2483.2597,2593.882
387.368,121.59,0.4143,20,3,1.5,38.0,1.04458,121.59,5.89078,1.11798,2.41889,0.15,62.0,344.074,375.209,0.7,1e-06,1485.0984,1564.7303
368.577,152.0,0.6754,21,11,3.2702,40.132,1.00067,152.0,6.97568,4.13045,18.34544,0.52381,59.868,337.471,368.395,0.798379,0.3,2717.874,2822.5609
333.285,152.0,0.3755,25,4,1.6563,62.956,-0.11505,152.0,10.34335,2.99526,24.09257,0.16,37.044,355.553,384.836,0.710453,0.17846917,1053.1885,1096.44
374.737,121.59,0.4714,10,4,2.0714,46.0,1.00803,121.59,6.57498,1.97852,7.76047,0.4,54.0,340.274,372.546,0.717153,0.18296893,1587.0119,1652.0428
382.541,121.59,0.5408,22,16,3.0984,40.034,1.04958,121.59,6.13571,2.76967,13.92517,0.72727,59.966,336.132,369.018,0.786257,0.17313408,2339.1196,2449.7971
353.41,121.59,0.6507,25,9,1.8054,31.55,0.71533,121.59,8.13228,3.44492,28.93729,0.36,68.45,330.429,362.555,0.723797,0.3,1836.4668,1896.2534
336.842,101.325,0.4714,15,11,3.2143,62.0,0.09857,101.325,9.85967,4.64695,16.46432,0.73333,38.0,333.603,366.46,0.766931,0.29031441,1393.4262,1444.7166
323.232,121.59,0.6081,25,9,1.5847,35.063,-0.04803,121.59,11.8393,1.37026,35.7807,0.36,64.937,332.529,365.211,0.706716,0.3,1607.2443,1657.5701
390.301,202.65,0.4608,25,20,3.3533,53.505,0.95942,202.65,5.77391,2.49209,14.8648,0.8,46.495,361.133,391.535,0.795884,0.16965731,2485.1469,2605.4154
324.211,152.0,0.3,30,26,2.9286,70.0,-0.19399,152.0,11.69381,5.0084,21.21293,0.86667,30.0,361.758,388.037,0.775316,0.09629335,1255.141,1321.2879
338.909,101.325,0.5321,21,11,2.9942,31.304,0.26548,101.325,9.60935,4.30106,3.15106,0.52381,68.696,330.033,363.465,0.779771,1e-06,2385.1279,2528.9068
400.0,152.0,0.3,30,9,2.9286,30.0,1.04387,152.0,5.33901,1.1543,3.33804,0.3,70.0,361.758,388.037,0.775316,1e-06,2928.8615,3104.1437
349.474,202.65,0.4714,25,19,3.5,46.0,-0.05655,202.65,8.52787,3.46501,14.14774,0.76,54.0,360.419,390.99,0.801589,0.08384881,2982.1469,3148.04
384.877,101.325,0.5476,30,27,2.3928,48.098,1.08148,101.325,6.00879,2.21409,26.7621,0.9,51.902,329.18,362.656,0.761856,0.3,1532.8699,1587.2294
395.789,121.59,0.5286,20,5,2.9286,70.0,1.09578,121.59,5.50573,2.33974,16.3721,0.25,30.0,336.828,369.667,0.77495,0.3,1122.7544,1163.6128
365.206,152.0,0.6387,27,20,2.8859,47.706,0.82074,152.0,7.20812,3.96325,24.55729,0.74074,52.294,339.269,370.871,0.78991,0.3,2161.7795,2243.5668
332.632,101.325,0.4714,30,22,3.5,54.0,-0.00502,101.325,10.40561,3.98114,24.06607,0.73333,46.0,333.603,366.46,0.807845,0.18485121,1795.437,1882.1321
357.895,202.65,0.3571,25,15,2.6429,70.0,-0.0564,202.65,7.78328,3.72101,19.29119,0.6,30.0,368.81,396.496,0.762431,0.18344789,1345.2345,1405.4739
397.744,121.59,0.4798,22,14,1.5621,59.18,1.09389,121.59,5.42324,1.29217,21.68588,0.63636,40.82,339.748,372.138,0.704305,0.3,1001.7867,1032.5691
357.895,202.65,0.4714,30,24,3.5,70.0,-0.01304,202.65,7.78328,3.42803,26.95986,0.8,30.0,360.419,390.99,0.807845,0.3,1655.9518,1721.1486
332.632,121.59,0.7,15,7,2.6429,30.0,0.14442,121.59,10.41601,1.68643,17.71206,0.46667,70.0,328.15,359.18,0.757171,0.3,2432.3965,2518.2155
384.047,121.59,0.3679,26,21,2.5383,53.218,1.02498,121.59,6.05725,1.44744,9.64302,0.80769,46.782,347.463,377.235,0.759158,0.02392609,1578.7839,1668.1806
349.474,202.65,0.4714,20,12,2.9286,62.0,-0.05655,202.65,8.52787,3.12791,20.12607,0.6,38.0,360.419,390.99,0.772148,0.28711648,1836.2361,1905.1588
387.368,121.59,0.7,10,7,2.0714,62.0,1.10336,121.59,5.89078,2.76786,9.90245,0.7,38.0,328.15,359.18,0.719818,0.3,1116.6066,1152.3254
363.48,121.59,0.5126,11,6,1.873,31.727,0.78575,121.59,7.32176,2.87358,6.52481,0.54545,68.273,337.756,370.493,0.713715,0.07996498,1877.3078,1968.688
332.632,101.325,0.3571,20,15,1.5,46.0,-0.04573,101.325,10.40561,3.37918,3.19495,0.75,54.0,341.482,371.478,0.7,1e-06,1180.7136,1244.288
400.0,152.0,0.5857,20,10,1.7857,62.0,1.09477,152.0,5.33901,1.83136,18.73388,0.5,38.0,342.031,374.153,0.719291,0.3,1132.3728,1168.519
328.421,101.325,0.4143,10,7,3.2143,62.0,-0.04604,101.325,11.00492,5.25474,10.23423,0.7,38.0,337.332,369.059,0.740044,0.21462761,1396.3049,1452.9167
353.684,121.59,0.3571,15,5,2.0714,30.0,0.18348,121.59,8.10806,4.05071,2.123,0.33333,70.0,348.29,377.689,0.725417,1e-06,2055.8737,2170.6902
324.211,121.59,0.4143,30,20,3.2143,46.0,-0.10263,121.59,11.67631,4.17831,4.86288,0.66667,54.0,344.074,375.209,0.793417,1e-06,2164.6527,2297.7349
336.842,101.325,0.5857,25,15,1.5,46.0,0.28973,101.325,9.85967,2.44055,33.761,0.6,54.0,327.162,360.573,0.7,0.3,1180.7375,1216.9833
400.0,202.65,0.4143,10,3,2.6429,30.0,1.0226,202.65,5.35232,1.78088,1.13284,0.3,70.0,364.416,393.838,0.729606,1e-06,3146.9496,3323.5385
324.211,121.59,0.4714,10,3,2.0714,46.0,-0.083,121.59,11.67631,2.87489,10.12697,0.3,54.0,340.274,372.546,0.717153,0.18296893,1586.9404,1652.2812
328.421,121.59,0.5857,25,15,1.7857,38.0,-0.0272,121.59,11.01593,1.65191,33.34142,0.6,62.0,333.686,366.525,0.721471,0.3,1652.0174,1705.654
320.0,202.65,0.7,10,6,3.2143,62.0,-0.14187,202.65,12.45495,1.49901,13.02759,0.6,38.0,347.46,376.821,0.748133,0.3,1973.4079,2041.8501
400.0,202.65,0.3,20,8,1.7857,54.0,1.0037,202.65,5.35232,0.82022,2.27627,0.4,46.0,373.664,398.991,0.715815,1e-06,1583.1037,1670.0964
387.368,121.59,0.7,10,3,3.5,46.0,1.10336,121.59,5.89078,4.21699,9.02864,0.3,54.0,328.15,359.18,0.75341,0.3,2318.6816,2399.4521
345.659,202.65,0.5756,20,13,1.8859,41.522,-0.04304,202.65,8.9079,1.64155,24.05035,0.65,58.478,353.988,385.194,0.725385,0.3,2083.2768,2151.589
400.0,152.0,0.3,25,22,2.0714,46.0,1.04387,152.0,5.33901,0.88317,2.82431,0.88,54.0,361.758,388.037,0.733304,1e-06,1772.2068,1872.0814
370.526,152.0,0.7,15,11,2.0714,54.0,1.01429,152.0,6.84744,3.21637,15.58829,0.73333,46.0,336.316,366.629,0.731838,0.3,1509.8307,1559.8299
400.0,202.65,0.4143,15,6,3.5,54.0,1.0226,202.65,5.35232,2.15219,7.61142,0.4,46.0,364.416,393.838,0.771383,0.11009138,2546.3735,2676.226
330.155,152.0,0.584,24,19,2.2798,41.965,-0.06184,152.0,10.77814,1.85931,29.13589,0.79167,58.035,342.124,374.253,0.752339,0.3,2030.7589,2101.7293
370.526,202.65,0.7,20,10,2.9286,54.0,0.78561,202.65,6.86451,3.65199,18.06562,0.5,46.0,347.46,376.821,0.783356,0.3,2220.953,2303.8104
347.814,152.0,0.6687,28,23,2.3284,35.351,0.32252,152.0,8.66804,2.11658,30.11948,0.82143,64.649,337.794,368.863,0.7614,0.3,2294.1167,2375.7894
400.0,152.0,0.4714,25,6,3.2143,46.0,1.07208,152.0,5.33901,2.14015,11.69374,0.24,54.0,348.802,380.342,0.791553,0.0956303,2420.7165,2550.7588
328.421,121.59,0.7,30,12,2.9286,62.0,0.00873,121.59,11.01593,1.4503,32.3626,0.4,38.0,328.15,359.18,0.79849,0.3,1419.4625,1474.2605
378.947,202.65,0.4143,10,3,2.0714,38.0,0.49391,202.65,6.3562,2.89118,1.25448,0.3,62.0,364.416,393.838,0.716487,1e-06,2352.4278,2482.0211
378.947,121.59,0.4143,15,3,2.9286,46.0,1.01371,121.59,6.3309,2.04592,5.0412,0.2,54.0,344.074,375.209,0.756426,0.01264332,2023.7509,2139.7295
396.847,202.65,0.6849,19,8,2.0304,39.501,1.06929,202.65,5.48263,2.39834,17.30359,0.42105,60.499,348.196,377.949,0.735188,0.3,2261.6211,2337.0857
378.947,202.65,0.5286,15,3,1.7857,30.0,0.71202,202.65,6.3562,2.60137,8.68323,0.2,70.0,356.766,387.919,0.715131,0.09326596,2409.165,2524.2706
375.21,121.59,0.5331,14,9,2.7288,44.734,1.02119,121.59,6.54667,2.80154,12.33337,0.64286,55.266,336.571,369.43,0.751222,0.26352658,1966.6643,2040.4354
370.526,152.0,0.4143,30,27,3.2143,70.0,0.58686,152.0,6.84744,3.5162,23.7059,0.9,30.0,352.689,383.084,0.793417,0.25180092,1344.6317,1400.8879
394.622,121.59,0.3852,13,3,3.3514,40.814,1.06648,121.59,5.55616,1.88243,1.49057,0.23077,59.186,346.162,376.491,0.757864,1e-06,2456.5745,2600.0056
351.319,152.0,0.3017,18,4,1.9027,65.75,-0.05315,152.0,8.33334,3.68137,11.42363,0.22222,34.25,361.606,387.967,0.720428,0.0836105,1063.2983,1115.4952
378.947,202.65,0.6429,25,5,1.5,38.0,0.93589,202.65,6.3562,2.35969,27.28421,0.2,62.0,350.321,380.908,0.7,0.3,1917.227,1975.9417
320.0,202.65,0.6429,20,15,1.7857,70.0,-0.15666,202.65,12.45495,1.12439,28.15346,0.75,30.0,350.321,380.908,0.719986,0.3,1032.0408,1065.6481
327.543,202.65,0.3864,16,8,3.4423,60.568,-0.2,202.65,11.19296,4.46271,12.54947,0.5,39.432,366.509,395.158,0.772442,0.13502706,2154.4678,2260.9212
353.684,121.59,0.5286,10,5,3.5,70.0,0.5133,121.59,8.10806,6.22989,10.81357,0.5,30.0,336.828,369.667,0.748024,0.3,1288.6692,1333.1046
323.609,202.65,0.6318,16,13,2.1726,64.774,-0.14099,202.65,11.82308,1.39271,21.03355,0.8125,35.226,350.898,381.645,0.737234,0.3,1378.2835,1424.9523
387.368,202.65,0.7,15,7,2.0714,38.0,1.03867,202.65,5.91432,2.7293,14.40128,0.46667,62.0,347.46,376.821,0.731838,0.3,2349.6951,2427.5566
324.211,121.59,0.4143,20,7,1.7857,30.0,-0.10263,121.59,11.67631,2.97951,3.33316,0.35,70.0,344.074,375.209,0.717205,1e-06,1865.7738,1968.8823
324.211,121.59,0.4143,20,7,2.0714,38.0,-0.10263,121.59,11.67631,3.26953,3.31585,0.35,62.0,344.074,375.209,0.732553,1e-06,1819.8813,1922.7275
328.421,101.325,0.4714,15,12,2.0714,30.0,-0.02678,101.325,11.00492,2.96674,2.43112,0.8,70.0,333.603,366.46,0.727558,1e-06,1876.4244,1981.6055
374.737,202.65,0.6429,15,4,2.3571,70.0,0.79824,202.65,6.60125,3.40279,14.80104,0.26667,30.0,350.321,380.908,0.743707,0.3,1241.5816,1283.8714
357.895,202.65,0.4714,15,9,3.2143,54.0,-0.01304,202.65,7.78328,3.49897,12.51995,0.6,46.0,360.419,390.99,0.766931,0.2197046,2385.4541,2486.3242
387.368,121.59,0.7,10,6,2.9286,30.0,1.10336,121.59,5.89078,3.64798,9.30996,0.6,70.0,328.15,359.18,0.742218,0.3,2626.2777,2715.4661
320.0,202.65,0.6429,15,11,2.3571,38.0,-0.15666,202.65,12.45495,1.40857,19.77999,0.73333,62.0,350.321,380.908,0.743707,0.3,2565.7878,2653.8261
336.842,121.59,0.5286,10,4,2.0714,62.0,0.00042,121.59,9.86953,2.44592,12.85507,0.4,38.0,336.828,369.667,0.71782,0.3,1116.6946,1152.6046
387.368,202.65,0.3571,20,11,3.2143,54.0,0.67033,202.65,5.91432,2.4944,3.97379,0.55,46.0,368.81,396.496,0.775868,0.00045093,2383.8455,2526.6028
395.789,101.325,0.4143,10,5,3.2143,54.0,1.09801,101.325,5.50023,1.99847,5.90215,0.5,46.0,337.332,369.059,0.740044,0.1367882,1690.3533,1768.6394
356.938,101.325,0.5712,19,14,2.4131,45.437,0.86723,101.325,7.82282,3.62296,19.94704,0.73684,54.563,327.916,361.382,0.752517,0.3,1622.2442,1678.7312
366.318,101.325,0.4873,18,8,2.9662,58.842,1.00226,101.325,7.1121,2.73108,16.79609,0.44444,41.158,332.634,365.702,0.769614,0.28981517,1420.1577,1472.6206
360.655,202.65,0.573,10,4,2.5636,61.821,0.20898,202.65,7.56403,2.89767,10.95206,0.4,38.179,354.133,385.346,0.7311,0.3,1678.8535,1734.5621
341.053,152.0,0.4714,25,19,2.6429,46.0,-0.04004,152.0,9.38445,3.05331,17.74964,0.76,54.0,348.802,380.342,0.767688,0.12364523,2096.2666,2200.6301
349.474,101.325,0.7,30,26,2.0714,46.0,0.87662,101.325,8.48544,3.91943,33.30902,0.86667,54.0,321.771,353.373,0.746233,0.3,1445.4861,1495.0829
370.526,152.0,0.4143,25,7,2.6429,46.0,0.58686,152.0,6.84744,3.12497,6.71126,0.28,54.0,352.689,383.084,0.76506,0.00250747,2096.7329,2220.1148
328.421,121.59,0.5857,25,10,2.6429,54.0,-0.0272,121.59,11.01593,2.14958,28.94511,0.4,46.0,333.686,366.525,0.772946,0.3,1596.4738,1654.866
395.789,121.59,0.3,15,9,2.6429,54.0,1.05785,121.59,5.50573,1.10372,1.71944,0.6,46.0,352.999,380.011,0.743719,1e-06,1600.1483,1691.6583
353.684,121.59,0.3571,15,8,3.2143,38.0,0.18348,121.59,8.10806,5.47546,2.09597,0.53333,62.0,348.29,377.689,0.761732,1e-06,2491.4783,2638.007
320.0,121.59,0.4143,15,9,2.0714,54.0,-0.12438,121.59,12.40537,3.30858,13.86337,0.6,46.0,344.074,375.209,0.726487,0.14833618,1350.8523,1411.151
349.474,101.325,0.3571,10,6,2.0714,30.0,0.26641,101.325,8.48544,4.40003,1.45078,0.6,70.0,341.482,371.478,0.715821,1e-06,1878.1376,1981.5488
349.474,101.325,0.7,15,4,3.5,46.0,0.87662,101.325,8.48544,5.74188,14.93876,0.26667,54.0,321.771,353.373,0.785804,0.3,2111.3246,2190.5257
387.368,202.65,0.7,20,12,2.3571,38.0,1.03867,202.65,5.91432,2.88854,17.99036,0.6,62.0,347.46,376.821,0.755584,0.3,2563.5659,2653.3984
354.522,152.0,0.6087,20,9,2.3279,45.709,0.4292,152.0,8.04706,3.14941,21.36904,0.45,54.291,340.804,372.764,0.751085,0.3,1927.8115,1994.8178
352.4,202.65,0.4408,10,3,2.1897,45.155,-0.05226,202.65,8.2553,2.96622,6.76701,0.3,54.845,362.514,392.541,0.719818,0.10194748,2160.4701,2263.3067
370.526,152.0,0.4143,15,4,2.9286,70.0,0.58686,152.0,6.84744,3.55025,13.48675,0.26667,30.0,352.689,383.084,0.756426,0.26765436,1257.0616,1304.3677
332.632,121.59,0.3,15,3,1.7857,54.0,-0.10523,121.59,10.41601,4.12896,2.38713,0.2,46.0,352.999,380.011,0.712868,1e-06,1226.4788,1293.8714
320.0,202.65,0.7,20,9,3.5,54.0,-0.14187,202.65,12.45495,1.46739,22.24061,0.45,46.0,347.46,376.821,0.805453,0.3,2539.5539,2639.2382
337.146,101.325,0.3754,29,6,3.1206,40.476,-0.01529,101.325,9.82215,4.79008,4.38206,0.2069,59.524,340.105,370.723,0.786507,1e-06,2130.9397,2260.6351
328.421,101.325,0.5286,10,6,2.6429,70.0,-0.00935,101.325,11.00492,3.07729,12.94943,0.6,30.0,330.231,363.646,0.731998,0.3,953.4719,985.2185
332.632,121.59,0.7,10,4,2.3571,30.0,0.14442,121.59,10.41601,1.60487,12.78721,0.4,70.0,328.15,359.18,0.728152,0.3,2246.6425,2320.7067
341.053,152.0,0.4714,30,9,1.7857,46.0,-0.04004,152.0,9.38445,2.37311,27.10452,0.3,54.0,348.802,380.342,0.721151,0.17827671,1608.7884,1676.0781
374.737,121.59,0.3,20,5,3.2143,30.0,0.80474,121.59,6.57498,1.79775,2.50452,0.25,70.0,352.999,380.011,0.772674,1e-06,2810.6046,2978.3212
324.067,202.65,0.5183,27,10,3.3585,57.409,-0.17221,202.65,11.74679,2.7518,29.55749,0.37037,42.591,357.398,388.488,0.802678,0.3,2277.9019,2366.8762
374.737,202.65,0.4714,20,6,2.3571,62.0,0.46835,202.65,6.60125,3.35122,19.49787,0.3,38.0,360.419,390.99,0.748111,0.3,1572.1057,1626.3382
347.658,152.0,0.4581,17,7,3.3118,44.077,-0.01042,152.0,8.68343,3.89484,8.97018,0.41176,55.923,349.676,381.0,0.776168,0.05453825,2567.8874,2711.1658
357.895,202.65,0.4143,30,15,3.5,70.0,-0.03369,202.65,7.78328,3.93143,24.41112,0.5,30.0,364.416,393.838,0.803657,0.24741218,1656.482,1727.9221
355.027,101.325,0.5744,30,11,1.5791,44.783,0.8154,101.325,7.98347,3.02979,36.1098,0.36667,55.217,327.747,361.203,0.706528,0.3,1244.9583,1283.7235
324.206,152.0,0.3984,18,5,2.4449,40.538,-0.15312,152.0,11.69455,3.59908,2.97172,0.27778,59.462,353.842,383.814,0.746427,1e-06,2186.4408,2312.5319
324.211,152.0,0.3571,30,19,1.5,46.0,-0.16933,152.0,11.69381,2.95906,5.03122,0.63333,54.0,356.984,385.64,0.7,1e-06,1446.0945,1524.1242
374.737,202.65,0.5857,25,4,3.2143,38.0,0.68422,202.65,6.60125,3.93554,18.57426,0.16,62.0,353.412,384.579,0.798664,0.23827011,3207.34,3346.3705
349.474,101.325,0.7,20,12,2.3571,38.0,0.87662,101.325,8.48544,4.30405,21.6441,0.6,62.0,321.771,353.373,0.755584,0.3,1812.6991,1876.2886
395.789,121.59,0.3571,15,3,2.9286,30.0,1.06637,121.59,5.50573,1.49257,1.71306,0.2,70.0,348.29,377.689,0.754146,1e-06,2623.8457,2776.2727
320.0,121.59,0.3571,25,14,2.6429,54.0,-0.14617,121.59,12.40537,4.38226,11.27077,0.56,46.0,348.29,377.689,0.762431,0.01189732,1597.7387,1690.5255
369.423,121.59,0.6186,23,17,2.5665,45.069,1.01778,121.59,6.90912,3.19307,21.74348,0.73913,54.931,331.996,364.573,0.768033,0.3,1867.2286,1934.5197
386.998,202.65,0.3881,12,7,1.5325,54.498,0.71843,202.65,5.93252,1.51507,7.66994,0.58333,45.502,366.379,395.079,0.701307,0.12652198,1425.1978,1488.0013
349.599,101.325,0.4765,23,11,1.7833,32.686,0.49524,101.325,8.47353,3.75202,3.33089,0.47826,67.314,333.291,366.22,0.719144,1e-06,1636.2197,1726.6992
320.0,121.59,0.3,10,3,2.6429,62.0,-0.17049,121.59,12.40537,5.84236,5.98471,0.3,38.0,352.999,380.011,0.727213,0.03815956,1323.4475,1393.8894
389.947,101.325,0.3471,17,4,2.3287,59.941,1.06623,101.325,5.76173,1.20307,8.73777,0.23529,40.059,342.258,371.885,0.738513,0.08557418,1162.8692,1221.1305
387.368,121.59,0.3571,15,9,1.7857,46.0,1.03549,121.59,5.89078,1.05369,1.80618,0.6,54.0,348.29,377.689,0.713434,1e-06,1439.806,1518.5955
332.288,101.325,0.5524,22,8,3.1139,46.131,0.10063,101.325,10.4524,3.29168,22.79065,0.36364,53.869,328.919,362.401,0.787502,0.27778462,1925.2059,2001.1207
349.474,101.325,0.4714,20,5,1.5,70.0,0.48302,101.325,8.48544,3.4487,25.23728,0.25,30.0,333.603,366.46,0.7,0.3,655.9788,676.0567
370.526,202.65,0.4714,15,6,1.5,62.0,0.33063,202.65,6.86451,2.58097,17.05153,0.4,38.0,360.419,390.99,0.7,0.3,1175.061,1211.1063
390.252,101.325,0.3202,23,12,3.1914,67.9,1.06341,101.325,5.74748,1.37394,11.77477,0.52174,32.1,344.426,372.958,0.778558,0.10352804,1169.7002,1230.4962
389.713,121.59,0.4649,21,15,1.5445,61.747,1.0618,121.59,5.77847,1.31393,21.55602,0.71429,38.253,340.686,372.858,0.702993,0.3,932.424,961.0087
349.845,101.325,0.3899,20,8,2.0158,58.722,0.34753,101.325,8.45017,3.99713,15.7247,0.4,41.278,339.049,370.113,0.729187,0.15136531,1086.3243,1134.6166
358.236,202.65,0.3347,23,12,3.1885,36.005,-0.06419,202.65,7.75559,4.40847,3.12481,0.52174,63.995,370.659,397.494,0.779325,1e-06,3295.1791,3493.8657
397.15,152.0,0.6543,30,11,2.5048,65.521,1.10013,152.0,5.45624,2.53342,24.56805,0.36667,34.479,338.494,369.841,0.772874,0.3,1287.3293,1333.9752
354.486,101.325,0.6151,22,18,2.0696,57.933,0.86787,101.325,8.03005,3.61748,24.27346,0.81818,42.067,325.687,358.871,0.739,0.3,1126.0399,1163.9858
346.457,152.0,0.6775,13,6,2.7373,42.931,0.29431,152.0,8.80398,2.34788,14.44089,0.46154,57.069,337.37,368.247,0.75229,0.3,2275.599,2354.9617
320.0,121.59,0.6429,15,12,2.0714,38.0,-0.05582,121.59,12.40537,1.44618,20.46347,0.8,62.0,330.804,363.059,0.730768,0.3,1820.1443,1880.6165
363.654,121.59,0.5976,10,6,3.4531,59.139,0.9335,121.59,7.30901,4.90946,10.23836,0.6,40.861,333.066,365.833,0.749416,0.3,1736.7122,1796.7412
374.737,202.65,0.5857,15,12,2.9286,38.0,0.68422,202.65,6.60125,3.9779,13.89763,0.8,62.0,353.412,384.579,0.763265,0.29602629,2998.0927,3106.1154
374.737,121.59,0.4143,20,8,1.7857,30.0,0.98484,121.59,6.57498,1.44063,2.55425,0.4,70.0,344.074,375.209,0.717205,1e-06,1865.8453,1968.644
354.322,101.325,0.4136,20,15,3.0277,47.164,0.53434,101.325,8.04426,4.29426,7.31346,0.75,52.836,337.378,369.089,0.772809,0.01123456,1850.8409,1959.6921
324.211,121.59,0.4714,25,10,1.5,38.0,-0.083,121.59,11.67631,2.20792,20.06929,0.4,62.0,340.274,372.546,0.7,0.09849624,1485.0144,1553.7681
370.526,152.0,0.3571,15,6,2.0714,46.0,0.47259,152.0,6.84744,2.67898,1.95159,0.4,54.0,356.984,385.64,0.725417,1e-06,1773.2447,1872.2117
374.737,202.65,0.5857,20,11,3.5,62.0,0.68422,202.65,6.60125,4.28896,16.97636,0.55,38.0,353.412,384.579,0.798363,0.3,2099.1252,2179.9723
320.37,202.65,0.3802,23,6,2.238,32.354,-0.2,202.65,12.38772,3.38014,3.89123,0.26087,67.646,366.983,395.443,0.7427,1e-06,2700.2558,2855.2773
324.211,121.59,0.4714,30,25,2.3571,54.0,-0.083,121.59,11.67631,2.88954,31.32745,0.83333,46.0,340.274,372.546,0.756846,0.22829548,1473.0752,1533.2796
400.0,202.65,0.5857,20,16,1.7857,30.0,1.05654,202.65,5.35232,1.88791,17.51814,0.8,70.0,353.412,384.579,0.719291,0.27403549,2408.4384,2490.611
374.737,121.59,0.4714,15,3,3.2143,30.0,1.00803,121.59,6.57498,2.70327,1.88245,0.2,70.0,340.274,372.546,0.766931,1e-06,2811.8702,2978.2612
386.777,152.0,0.4982,21,9,2.1478,64.762,1.02858,152.0,5.92867,1.92574,19.76428,0.42857,35.238,347.102,378.982,0.739578,0.3,1184.6641,1224.5369
387.368,202.65,0.3,20,10,3.2143,38.0,0.5411,202.65,5.91432,2.384,2.36369,0.5,62.0,373.664,398.991,0.772674,1e-06,3213.782,3405.6018
396.697,202.65,0.4205,24,11,3.462,52.48,1.01159,202.65,5.489,2.11662,10.80321,0.45833,47.52,363.961,393.536,0.795255,0.08122229,2603.4681,2747.1384
395.789,121.59,0.6429,30,8,2.0714,70.0,1.12001,121.59,5.50573,2.21583,26.6845,0.26667,30.0,330.804,363.059,0.744679,0.3,879.8705,909.6445
370.526,202.65,0.4714,25,19,3.5,70.0,0.33063,202.65,6.86451,4.31753,21.46553,0.76,30.0,360.419,390.99,0.801589,0.3,1656.7778,1721.0717
400.0,202.65,0.5857,20,8,2.3571,70.0,1.05654,202.65,5.35232,2.27977,17.1545,0.4,30.0,353.412,384.579,0.751848,0.3,1240.8427,1283.7364
378.947,121.59,0.3571,10,6,2.3571,70.0,1.00462,121.59,6.3309,1.45378,7.88821,0.6,30.0,348.29,377.689,0.722475,0.2005721,963.3085,1001.8271
